,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross
26110,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",7.5,123759.0,Inside Llewyn Davis,CBS,13200000.0,19700000,2013.0,94.0,"Dec 6, 2013",Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247"
26516,tt2057392,Eye in the Sky,Eye in the Sky,2015,102.0,"Drama,Thriller,War",7.3,72301.0,Eye in the Sky,BST,18700000.0,,2016.0,75.0,"Mar 11, 2016",Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
26559,tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",7.1,34586.0,The Railway Man,Wein.,4400000.0,17900000,2014.0,33.0,"Apr 11, 2014",The Railway Man,"$18,000,000","$4,438,438","$23,910,210"
26593,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",6.3,29550.0,13 Sins,RTWC,13800.0,,2014.0,51.0,"Apr 18, 2014",13 Sins,"$4,000,000","$9,134","$47,552"
26784,tt2064820,Inside Out,Inside Out,2011,,Drama,,,Inside Out,BV,356500000.0,501100000,2015.0,98.0,"Jun 19, 2015",Inside Out,"$175,000,000","$356,461,711","$854,235,992"
27022,tt2071483,Inside Out,Inside Out,2011,59.0,Family,7.3,15.0,Inside Out,BV,356500000.0,501100000,2015.0,98.0,"Jun 19, 2015",Inside Out,"$175,000,000","$356,461,711","$854,235,992"
27099,tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047.0,Shanghai,Wein.,46400.0,9200000,2015.0,5.0,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922"
27309,tt2076220,Holy Motors,Holy Motors,2012,115.0,"Drama,Fantasy",7.1,36874.0,Holy Motors,IM,641000.0,,2012.0,25.0,"Oct 17, 2012",Holy Motors,"$4,000,000","$641,054","$4,230,426"
27496,tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",7.2,138668.0,Steve Jobs,Uni.,17800000.0,16700000,2015.0,60.0,"Oct 9, 2015",Steve Jobs,"$30,000,000","$17,766,658","$35,579,007"
27639,tt2083355,The Best Man Holiday,The Best Man Holiday,2013,123.0,"Comedy,Drama",6.7,13967.0,The Best Man Holiday,Uni.,70500000.0,2300000,2013.0,73.0,"Nov 15, 2013",The Best Man Holiday,"$17,000,000","$70,525,195","$72,835,710"
27644,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",6.8,56129.0,Trouble with the Curve,WB,35800000.0,13200000,2012.0,18.0,"Sep 21, 2012",Trouble with the Curve,"$60,000,000","$35,763,137","$47,818,913"
27714,tt2084970,The Imitation Game,The Imitation Game,2014,114.0,"Biography,Drama,Thriller",8.0,620834.0,The Imitation Game,Wein.,91100000.0,142400000,2014.0,6.0,"Nov 28, 2014",The Imitation Game,"$15,000,000","$91,125,143","$227,740,463"
27980,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",6.2,21903.0,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017.0,59.0,"Jun 2, 2017",Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,577,874"
28266,tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014,109.0,"Adventure,Comedy",5.6,118646.0,Dumb and Dumber To,Uni.,86200000.0,83600000,2014.0,1.0,"Nov 14, 2014",Dumb and Dumber To,"$40,000,000","$86,208,010","$156,553,592"
28267,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181.0,Inside Out,BV,356500000.0,501100000,2015.0,98.0,"Jun 19, 2015",Inside Out,"$175,000,000","$356,461,711","$854,235,992"
28286,tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport",7.4,31735.0,"McFarland, USA",BV,44500000.0,1200000,2015.0,80.0,"Feb 20, 2015","McFarland, USA","$17,000,000","$44,480,275","$45,707,924"
28423,tt2101341,Dead Man Down,Dead Man Down,2013,118.0,"Action,Crime,Drama",6.5,61238.0,Dead Man Down,FD,10900000.0,7200000,2013.0,78.0,"Mar 8, 2013",Dead Man Down,"$30,000,000","$10,895,295","$19,599,974"
28437,tt2101441,Spring Breakers,Spring Breakers,2012,94.0,"Comedy,Crime,Drama",5.3,126504.0,Spring Breakers,A24,14100000.0,17600000,2013.0,3.0,"Mar 15, 2013",Spring Breakers,"$5,000,000","$14,124,286","$31,149,251"
28518,tt2103254,Tammy,Tammy,2014,97.0,"Comedy,Romance",4.9,44345.0,Tammy,WB (NL),84500000.0,16000000,2014.0,3.0,"Jul 2, 2014",Tammy,"$20,000,000","$84,525,432","$96,407,655"
28523,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",7.6,390199.0,Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014.0,17.0,"Jul 11, 2014",Dawn of the Planet of the Apes,"$170,000,000","$208,545,589","$710,644,566"
28581,tt2105043,Upside Down,Upside Down,2012,81.0,Drama,6.6,45.0,Upside Down,MNE,105000.0,8000000,2013.0,4.0,"Mar 15, 2013",Upside Down,"$50,000,000","$102,118","$26,387,039"
28718,tt2108546,Jackie,Jackie,2012,100.0,"Comedy,Drama",6.8,1952.0,Jackie,FoxS,14000000.0,,2016.0,87.0,"Dec 2, 2016",Jackie,"$9,000,000","$13,960,394","$36,588,512"
28749,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12.0,Noah,Par.,101200000.0,261399999,2014.0,51.0,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065"
28750,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",4.6,58408.0,Paranormal Activity 4,Par.,53900000.0,88900000,2012.0,59.0,"Oct 19, 2012",Paranormal Activity 4,"$5,000,000","$53,900,335","$142,817,992"
28762,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486.0,Transformers: Age of Extinction,Par.,245400000.0,858600000,2014.0,37.0,"Jun 27, 2014",Transformers: Age of Extinction,"$210,000,000","$245,439,076","$1,104,039,076"
29107,tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139.0,"Biography,Drama,History",8.1,366904.0,Hacksaw Ridge,LGF,67200000.0,108100000,2016.0,17.0,"Nov 4, 2016",Hacksaw Ridge,"$40,000,000","$67,209,615","$168,904,682"
29127,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",5.6,119789.0,Pixels,Sony,78700000.0,166100000,2015.0,59.0,"Jul 24, 2015",Pixels,"$90,000,000","$78,765,986","$244,041,804"
29151,tt2121250,Alpha,Alpha,2013,116.0,Crime,5.5,102.0,Alpha,Studio 8,35900000.0,62300000,2018.0,79.0,"Aug 17, 2018",Alpha,"$51,000,000","$35,851,379","$99,624,873"
29153,tt2121286,Home Again,Home Again,2012,104.0,Drama,6.6,360.0,Home Again,ORF,27000000.0,,2017.0,57.0,"Sep 8, 2017",Home Again,"$15,000,000","$27,020,284","$37,336,874"
29327,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",7.3,77440.0,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012.0,18.0,"Jun 27, 2012",Beasts of the Southern Wild,"$1,800,000","$12,795,746","$23,265,132"
29369,tt2125681,Truth or Dare,Truth or Dare,2013,85.0,"Horror,Romance,Thriller",6.0,14.0,Truth or Dare,Uni.,41400000.0,53900000,2018.0,91.0,"Apr 13, 2018",Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
29373,tt2126235,Collide,Collide,2016,99.0,"Action,Crime,Thriller",5.7,13288.0,Collide,ORF,2300000.0,2500000,2017.0,13.0,"Feb 24, 2017",Collide,"$29,200,000","$2,280,004","$5,466,698"
29382,tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",6.1,192750.0,San Andreas,WB (NL),155200000.0,318800000,2015.0,19.0,"May 29, 2015",San Andreas,"$110,000,000","$155,190,832","$456,258,539"
29383,tt2126357,Second Act,Second Act,2018,103.0,"Comedy,Drama,Romance",5.8,13109.0,Second Act,STX,39300000.0,33000000,2018.0,83.0,"Dec 21, 2018",Second Act,"$15,700,000","$39,282,227","$63,288,854"
29388,tt2126400,Unfinished Business,Unfinished Business,2011,107.0,"Drama,Family",,,Unfinished Business,Fox,10200000.0,4200000,2015.0,32.0,"Mar 6, 2015",Unfinished Business,"$35,000,000","$10,219,501","$13,214,051"
29497,tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788.0,The Mule,WB,103800000.0,68700000,2018.0,100.0,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676"
29603,tt2133340,The Foreigner,The Foreigner,2011,145.0,Action,,,The Foreigner,STX,34400000.0,111000000,2017.0,81.0,"Oct 13, 2017",The Foreigner,"$35,000,000","$34,393,507","$140,783,360"
29765,tt2140037,Jane Got a Gun,Jane Got a Gun,2015,98.0,"Action,Drama,Western",5.9,19051.0,Jane Got a Gun,Wein.,1500000.0,,2016.0,12.0,"Jan 29, 2016",Jane Got a Gun,"$25,000,000","$1,513,793","$3,771,345"
29786,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678.0,Saving Mr. Banks,BV,83300000.0,34600000,2013.0,37.0,"Dec 13, 2013",Saving Mr. Banks,"$35,000,000","$83,299,761","$114,962,525"
29798,tt2140479,The Accountant,The Accountant,2016,128.0,"Action,Crime,Drama",7.3,233022.0,The Accountant,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016",The Accountant,"$40,000,000","$86,260,045","$152,962,083"
29809,tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",6.4,60510.0,Two Night Stand,EOne,18600.0,,2014.0,60.0,"Sep 26, 2014",Two Night Stand,"$1,600,000","$15,600","$868,081"
30380,tt2156825,Stone,Kamen,2012,90.0,"Crime,Drama,Thriller",5.6,607.0,Stone,Over.,1800000.0,7700000,2010.0,50.0,"Oct 8, 2010",Stone,"$22,000,000","$1,810,078","$4,065,020"
30455,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",6.8,126.0,The Walk,TriS,10100000.0,51000000,2015.0,33.0,"Sep 30, 2015",The Walk,"$35,000,000","$10,161,183","$61,492,104"
30574,tt2166214,Khiladi 786,Khiladi 786,2012,141.0,"Action,Comedy",4.4,5648.0,Khiladi 786,Eros,379000.0,,2012.0,12.0,"Dec 7, 2012",Khiladi 786,"$5,600,000","$385,422","$14,683,763"
30650,tt2168766,Adrift,Adrift,2015,,Drama,,,Adrift,STX,31400000.0,28500000,2018.0,89.0,"Jun 1, 2018",Adrift,"$35,000,000","$31,445,011","$57,897,191"
30701,tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,108.0,"Comedy,Crime",6.3,144442.0,Horrible Bosses 2,WB,54400000.0,53200000,2014.0,31.0,"Nov 26, 2014",Horrible Bosses 2,"$40,000,000","$54,445,357","$105,945,357"
30716,tt2170593,St. Vincent,St. Vincent,2014,102.0,"Comedy,Drama",7.3,89372.0,St. Vincent,Wein.,44100000.0,10700000,2014.0,61.0,"Oct 10, 2014",St. Vincent,"$13,000,000","$44,137,712","$54,837,234"
30718,tt2170623,The Foreigner,The Foreigner,2012,100.0,"Comedy,Romance",6.8,1526.0,The Foreigner,STX,34400000.0,111000000,2017.0,81.0,"Oct 13, 2017",The Foreigner,"$35,000,000","$34,393,507","$140,783,360"
30794,tt2172934,3 Days to Kill,3 Days to Kill,2014,117.0,"Action,Drama,Thriller",6.2,81681.0,3 Days to Kill,Rela.,30700000.0,21900000,2014.0,64.0,"Feb 21, 2014",3 Days to Kill,"$28,000,000","$30,697,999","$38,959,900"
30795,tt2172935,Metallica Through the Never,Metallica Through the Never,2013,93.0,Music,7.2,15592.0,Metallica Through the Never,PH,3400000.0,4600000,2013.0,37.0,"Sep 27, 2013",Metallica Through the Never,"$18,000,000","$3,419,967","$9,082,906"
30883,tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",6.8,48364.0,Jab Tak Hai Jaan,Yash,3000000.0,,2012.0,64.0,"Nov 13, 2012",Jab Tak Hai Jaan,"$9,200,000","$3,047,539","$5,806,666"
30951,tt2177771,The Monuments Men,The Monuments Men,2014,118.0,"Comedy,Drama,History",6.1,117638.0,The Monuments Men,Sony,78000000.0,77000000,2014.0,14.0,"Feb 7, 2014",The Monuments Men,"$70,000,000","$78,031,620","$158,702,748"
30967,tt2178470,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,2013,160.0,"Comedy,Drama,Musical",7.1,33971.0,Yeh Jawaani Hai Deewani,Eros,3800000.0,,2013.0,54.0,"May 31, 2013",Yeh Jawaani Hai Deewani,"$8,300,000","$3,827,466","$50,827,466"
31011,tt2179136,American Sniper,American Sniper,2014,133.0,"Action,Biography,Drama",7.3,401915.0,American Sniper,WB,350100000.0,197300000,2014.0,57.0,"Dec 25, 2014",American Sniper,"$58,000,000","$350,126,372","$547,326,372"
31065,tt2180411,Into the Woods,Into the Woods,2014,125.0,"Adventure,Comedy,Drama",6.0,123577.0,Into the Woods,BV,128000000.0,85100000,2014.0,77.0,"Dec 25, 2014",Into the Woods,"$56,200,000","$128,002,372","$213,116,401"
31067,tt2180419,Jackie,Jackie,2013,108.0,"Comedy,Drama,Romance",,,Jackie,FoxS,14000000.0,,2016.0,87.0,"Dec 2, 2016",Jackie,"$9,000,000","$13,960,394","$36,588,512"
31142,tt2181948,Red,Red,2014,,Thriller,5.8,9.0,Red,Sum.,90400000.0,108600000,2010.0,63.0,"Oct 15, 2010",Red,"$60,000,000","$90,380,162","$196,439,693"
31201,tt2182972,Song One,Song One,2014,86.0,"Drama,Music",5.8,8559.0,Song One,TFA,32299.0,,2015.0,87.0,"Jan 23, 2015",Song One,"$6,000,000","$32,251","$437,089"
31202,tt2183034,Earth to Echo,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi",5.8,17627.0,Earth to Echo,Rela.,38900000.0,6400000,2014.0,62.0,"Jul 2, 2014",Earth to Echo,"$13,000,000","$38,934,842","$42,174,545"
31242,tt2184339,The Purge,The Purge,2013,85.0,"Horror,Thriller",5.7,183549.0,The Purge,Uni.,64500000.0,24900000,2013.0,67.0,"Jun 7, 2013",The Purge,"$3,000,000","$64,473,115","$91,266,581"
31517,tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,Comedy,5.4,128500.0,Grown Ups 2,Sony,133699999.0,113300000,2013.0,48.0,"Jul 12, 2013",Grown Ups 2,"$80,000,000","$133,668,525","$247,023,808"
31519,tt2191715,Into the Woods,Into the Woods,2011,,"Comedy,Musical",7.8,33.0,Into the Woods,BV,128000000.0,85100000,2014.0,77.0,"Dec 25, 2014",Into the Woods,"$56,200,000","$128,002,372","$213,116,401"
31582,tt2193215,The Counselor,The Counselor,2013,117.0,"Crime,Drama,Thriller",5.3,92096.0,The Counselor,Fox,17000000.0,54000000,2013.0,58.0,"Oct 25, 2013",The Counselor,"$25,000,000","$16,973,715","$71,009,334"
31609,tt2194499,About Time,About Time,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136.0,About Time,Uni.,15300000.0,71800000,2013.0,95.0,"Nov 1, 2013",About Time,"$12,000,000","$15,323,921","$89,309,178"
31801,tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",6.6,94131.0,Run All Night,WB,26500000.0,45200000,2015.0,70.0,"Mar 13, 2015",Run All Night,"$50,000,000","$26,461,644","$66,961,644"
31840,tt2201083,Into the Woods,Into the Woods,2012,,Thriller,2.6,167.0,Into the Woods,BV,128000000.0,85100000,2014.0,77.0,"Dec 25, 2014",Into the Woods,"$56,200,000","$128,002,372","$213,116,401"
31880,tt2202408,Transcendence,Transcendence,2012,98.0,Drama,6.1,22.0,Transcendence,WB,23000000.0,80000000,2014.0,2.0,"Apr 18, 2014",Transcendence,"$100,000,000","$23,022,309","$103,039,258"
31966,tt2205401,Addicted,Addicted,2014,106.0,"Drama,Thriller",5.2,7640.0,Addicted,LGF,17400000.0,,2014.0,96.0,"Oct 10, 2014",Addicted,"$5,000,000","$17,390,770","$17,499,242"
32081,tt2209418,Before Midnight,Before Midnight,2013,109.0,"Drama,Romance",7.9,123107.0,Before Midnight,SPC,8100000.0,3100000,2013.0,99.0,"May 24, 2013",Before Midnight,"$3,000,000","$8,110,621","$23,251,930"
32091,tt2209764,Transcendence,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481.0,Transcendence,WB,23000000.0,80000000,2014.0,2.0,"Apr 18, 2014",Transcendence,"$100,000,000","$23,022,309","$103,039,258"
32312,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",5.9,13034.0,Katy Perry: Part of Me,Par.,25300000.0,7400000,2012.0,79.0,"Jul 5, 2012",Katy Perry: Part of Me,"$12,000,000","$25,326,071","$32,700,439"
32482,tt2221640,Now You See Me,Now You See Me,2012,98.0,"Drama,Horror,Thriller",7.0,237.0,Now You See Me,LG/S,117700000.0,234000000,2013.0,41.0,"May 31, 2013",Now You See Me,"$75,000,000","$117,723,989","$342,769,200"
32550,tt2223990,Draft Day,Draft Day,2014,110.0,"Drama,Sport",6.8,48812.0,Draft Day,LG/S,28800000.0,620000,2014.0,36.0,"Apr 11, 2014",Draft Day,"$25,000,000","$28,842,237","$29,847,480"
32714,tt2229499,Don Jon,Don Jon,2013,90.0,"Comedy,Drama,Romance",6.6,216350.0,Don Jon,Rela.,24500000.0,6000000,2013.0,18.0,"Sep 27, 2013",Don Jon,"$5,500,000","$24,477,704","$41,268,579"
32870,tt2233624,Kin,Kin,2012,45.0,"Drama,Music",8.6,46.0,Kin,LGF,5700000.0,4300000,2018.0,88.0,"Aug 31, 2018",Kin,"$30,000,000","$5,718,096","$10,096,821"
32900,tt2234155,The Internship,The Internship,2013,119.0,Comedy,6.3,179817.0,The Internship,Fox,44700000.0,48800000,2013.0,63.0,"Jun 7, 2013",The Internship,"$58,000,000","$44,672,764","$93,672,764"
32968,tt2235108,Dear White People,Dear White People,2014,108.0,"Comedy,Drama,Romance",6.1,23321.0,Dear White People,RAtt.,4400000.0,,2014.0,51.0,"Oct 17, 2014",Dear White People,"$1,250,000","$4,404,154","$5,403,771"
33115,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792.0,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017.0,90.0,"Jul 21, 2017",Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356"
33117,tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106.0,"Comedy,Romance",5.8,18533.0,Think Like a Man Too,SGem,65200000.0,5000000,2014.0,36.0,"Jun 20, 2014",Think Like a Man Too,"$24,000,000","$65,028,687","$70,027,933"
33160,tt2241351,Money Monster,Money Monster,2016,98.0,"Crime,Drama,Thriller",6.5,86607.0,Money Monster,TriS,41000000.0,52300000,2016.0,98.0,"May 13, 2016",Money Monster,"$27,000,000","$41,012,075","$93,466,095"
33239,tt2243537,A Haunted House,A Haunted House,2013,86.0,"Comedy,Fantasy",5.1,40308.0,A Haunted House,ORF,40000000.0,20100000,2013.0,12.0,"Jan 11, 2013",A Haunted House,"$2,500,000","$40,041,683","$59,922,558"
33312,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",7.8,371204.0,Big Hero 6,BV,222500000.0,435300000,2014.0,29.0,"Nov 7, 2014",Big Hero 6,"$165,000,000","$222,527,828","$652,127,828"
33436,tt2247476,When the Game Stands Tall,When the Game Stands Tall,2014,115.0,"Drama,Family,Sport",6.7,14498.0,When the Game Stands Tall,TriS,30100000.0,,2014.0,50.0,"Aug 22, 2014",When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912"
33560,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,Spider-Man: Homecoming,Sony,334200000.0,546000000,2017.0,99.0,"Jul 7, 2017",Spider-Man: Homecoming,"$175,000,000","$334,201,140","$880,166,350"
33626,tt2252032,The Visit,The Visit,2012,52.0,"Documentary,Drama",,,The Visit,Uni.,65200000.0,33200000,2015.0,56.0,"Sep 11, 2015",The Visit,"$5,000,000","$65,206,105","$98,677,816"
33994,tt2262282,The Founder,Der Gründer,2012,108.0,"Comedy,Sci-Fi",5.9,33.0,The Founder,Wein.,12800000.0,11300000,2017.0,90.0,"Jan 20, 2017",The Founder,"$15,000,000","$12,786,053","$24,403,192"
34040,tt2263520,Ride Along,Ride Along,2012,87.0,Action,4.4,14.0,Ride Along,Uni.,134900000.0,19500000,2014.0,67.0,"Jan 17, 2014",Ride Along,"$25,000,000","$134,202,565","$153,733,800"
34175,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation",7.1,116166.0,Kung Fu Panda 3,Fox,143500000.0,377600000,2016.0,11.0,"Jan 29, 2016",Kung Fu Panda 3,"$140,000,000","$143,528,619","$517,599,142"
34176,tt2267998,Gone Girl,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",8.1,761592.0,Gone Girl,Fox,167800000.0,201600000,2014.0,36.0,"Oct 3, 2014",Gone Girl,"$61,000,000","$167,767,189","$368,567,189"
34178,tt2268016,Magic Mike XXL,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music",5.6,48497.0,Magic Mike XXL,WB,66000000.0,56500000,2015.0,66.0,"Jul 1, 2015",Magic Mike XXL,"$14,500,000","$66,013,057","$123,660,597"
34491,tt2277308,Friend Request,Friend Request,2013,91.0,Thriller,4.0,116.0,Friend Request,ENTMP,3800000.0,,2017.0,48.0,"Sep 22, 2017",Friend Request,"$9,900,000","$3,759,078","$11,310,835"
34494,tt2277860,Finding Dory,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542.0,Finding Dory,BV,486300000.0,542300000,2016.0,46.0,"Jun 17, 2016",Finding Dory,"$200,000,000","$486,295,561","$1,021,215,193"
34505,tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",8.1,633604.0,The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014.0,27.0,"Mar 7, 2014",The Grand Budapest Hotel,"$31,000,000","$59,076,019","$163,981,261"
34578,tt2279339,Love the Coopers,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance",5.8,18018.0,Love the Coopers,LGF,26300000.0,16100000,2015.0,98.0,"Nov 13, 2015",Love the Coopers,"$18,000,000","$26,302,731","$42,227,490"
34582,tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy",6.0,43560.0,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015.0,74.0,"Feb 6, 2015",The SpongeBob Movie: Sponge Out of Water,"$74,000,000","$162,994,032","$311,013,181"
34679,tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018.0,Muppets Most Wanted,BV,51200000.0,29200000,2014.0,20.0,"Mar 21, 2014",Muppets Most Wanted,"$55,000,000","$51,178,893","$79,312,301"
34721,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735.0,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017.0,38.0,"Dec 20, 2017",Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193"
35053,tt2292959,The Canyons,The Canyons,2013,99.0,"Drama,Thriller",3.8,9838.0,The Canyons,IFC,56800.0,,2013.0,84.0,"Aug 2, 2013",The Canyons,"$250,000","$59,671","$62,375"
35075,tt2293640,Minions,Minions,2015,91.0,"Adventure,Animation,Comedy",6.4,193917.0,Minions,Uni.,336000000.0,823400000,2015.0,73.0,"Jul 10, 2015",Minions,"$74,000,000","$336,045,770","$1,160,336,173"
35083,tt2294449,22 Jump Street,22 Jump Street,2014,112.0,"Action,Comedy,Crime",7.0,319504.0,22 Jump Street,Sony,191700000.0,139600000,2014.0,85.0,"Jun 13, 2014",22 Jump Street,"$50,000,000","$191,719,337","$331,333,876"
35105,tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998.0,Frozen,BV,400700000.0,875700000,2013.0,56.0,"Nov 22, 2013",Frozen,"$150,000,000","$400,738,009","$1,272,469,910"
35125,tt2294785,Red,Red,2012,26.0,"Biography,Documentary,Drama",,,Red,Sum.,90400000.0,108600000,2010.0,63.0,"Oct 15, 2010",Red,"$60,000,000","$90,380,162","$196,439,693"
35167,tt2295722,Falcon Rising,Falcon Rising,2014,103.0,"Action,Adventure",5.8,6955.0,Falcon Rising,Free,11800.0,,2014.0,54.0,"Sep 4, 2014",Falcon Rising,"$4,500,000","$11,774","$11,774"
35191,tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030.0,Sherlock Gnomes,Par.,43200000.0,47100000,2018.0,54.0,"Mar 23, 2018",Sherlock Gnomes,"$59,000,000","$43,242,871","$87,527,651"
35408,tt2302755,Olympus Has Fallen,Olympus Has Fallen,2013,119.0,"Action,Thriller",6.5,235443.0,Olympus Has Fallen,FD,98900000.0,71300000,2013.0,9.0,"Mar 22, 2013",Olympus Has Fallen,"$70,000,000","$98,927,592","$172,878,928"
35477,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,141.0,"Biography,Drama,History",7.1,25027.0,Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013.0,35.0,"Nov 29, 2013",Mandela: Long Walk to Freedom,"$35,000,000","$8,323,085","$29,890,402"
35491,tt2304933,The 5th Wave,The 5th Wave,2016,112.0,"Action,Adventure,Drama",5.2,90788.0,The 5th Wave,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016",The 5th Wave,"$38,000,000","$34,912,982","$111,336,398"
35623,tt2309260,The Gallows,The Gallows,2015,81.0,"Horror,Mystery,Thriller",4.2,17763.0,The Gallows,WB (NL),22800000.0,20200000,2015.0,80.0,"Jul 10, 2015",The Gallows,"$100,000","$22,764,410","$41,656,474"
35670,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144.0,"Adventure,Fantasy",7.4,438621.0,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014.0,22.0,"Dec 17, 2014",The Hobbit: The Battle of the Five Armies,"$250,000,000","$255,119,788","$945,577,621"
35724,tt2312718,Homefront,Homefront,2013,100.0,"Action,Thriller",6.5,98549.0,Homefront,ORF,20200000.0,22900000,2013.0,29.0,"Nov 27, 2013",Homefront,"$22,000,000","$20,158,492","$51,695,362"
35806,tt2316204,Alien: Covenant,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920.0,Alien: Covenant,Fox,74300000.0,166600000,2017.0,12.0,"May 19, 2017",Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
