,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross
54,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300.0,The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013.0,37.0,"Dec 25, 2013",The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
58,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,105116.0,A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014.0,67.0,"Sep 19, 2014",A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587"
60,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Jurassic World,Uni.,652300000.0,"1,019.4",2015.0,34.0,"Jun 12, 2015",Jurassic World,"$215,000,000","$652,270,625","$1,648,854,864"
62,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787.0,The Rum Diary,FD,13100000.0,10800000,2011.0,16.0,"Oct 28, 2011",The Rum Diary,"$45,000,000","$13,109,815","$21,544,732"
67,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570.0,The Three Stooges,Fox,44300000.0,10500000,2012.0,4.0,"Apr 13, 2012",The Three Stooges,"$30,000,000","$44,338,224","$54,052,249"
71,tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366.0,Tangled,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010",Tangled,"$260,000,000","$200,821,936","$586,477,240"
73,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,John Carter,BV,73100000.0,211100000,2012.0,14.0,"Mar 9, 2012",John Carter,"$275,000,000","$73,058,679","$282,778,100"
92,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546.0,Dinner for Schmucks,P/DW,73000000.0,13800000,2010.0,51.0,"Jul 30, 2010",Dinner for Schmucks,"$69,000,000","$73,026,337","$86,796,502"
95,tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256.0,The A-Team,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010",The A-Team,"$110,000,000","$77,222,099","$177,241,171"
97,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649.0,The Possession,LGF,49100000.0,36300000,2012.0,81.0,"Aug 31, 2012",The Possession,"$14,000,000","$49,130,588","$82,925,064"
99,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534.0,Real Steel,BV,85500000.0,213800000,2011.0,31.0,"Oct 7, 2011",Real Steel,"$110,000,000","$85,463,309","$263,880,341"
103,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999.0,The Giver,Wein.,45100000.0,21900000,2014.0,2.0,"Aug 15, 2014",The Giver,"$25,000,000","$45,090,374","$66,540,205"
104,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218.0,Toy Story 3,BV,415000000.0,652000000,2010.0,47.0,"Jun 18, 2010",Toy Story 3,"$200,000,000","$415,004,880","$1,068,879,522"
115,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701.0,Lincoln,BV,182200000.0,93100000,2012.0,73.0,"Nov 9, 2012",Lincoln,"$65,000,000","$182,207,973","$273,346,281"
117,tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181.0,Before We Go,RTWC,37200.0,,2015.0,52.0,"Sep 4, 2015",Before We Go,"$3,000,000","$37,151","$483,938"
126,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355.0,Puss in Boots,P/DW,149300000.0,405700000,2011.0,46.0,"Oct 28, 2011",Puss in Boots,"$130,000,000","$149,260,504","$554,987,477"
131,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527.0,Wonder Woman,WB,412600000.0,409300000,2017.0,55.0,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378"
136,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,Life of Pi,Fox,125000000.0,484000000,2012.0,88.0,"Nov 21, 2012",Life of Pi,"$120,000,000","$124,987,022","$620,912,003"
138,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465.0,The Crazies,Over.,39100000.0,15700000,2010.0,36.0,"Feb 26, 2010",The Crazies,"$19,000,000","$39,123,589","$56,445,534"
139,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302.0,The Equalizer,Sony,101500000.0,90800000,2014.0,96.0,"Sep 26, 2014",The Equalizer,"$55,000,000","$101,530,738","$192,903,624"
141,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Captain America: The First Avenger,Par.,176700000.0,193900000,2011.0,10.0,"Jul 22, 2011",Captain America: The First Avenger,"$140,000,000","$176,654,505","$370,569,776"
159,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327.0,Piranha 3D,W/Dim.,25000000.0,58200000,2010.0,52.0,"Aug 20, 2010",Piranha 3D,"$24,000,000","$25,003,155","$83,660,160"
165,tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708.0,Margaret,FoxS,46500.0,,2011.0,27.0,"Sep 30, 2011",Margaret,"$14,000,000","$47,185","$623,292"
170,tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542.0,Ex Machina,A24,25400000.0,11400000,2015.0,72.0,"Apr 10, 2015",Ex Machina,"$13,000,000","$25,440,971","$38,358,392"
172,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102.0,Tower Heist,Uni.,78000000.0,74900000,2011.0,5.0,"Nov 4, 2011",Tower Heist,"$85,000,000","$78,046,570","$150,422,946"
173,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577.0,The Smurfs,Sony,142600000.0,421100000,2011.0,20.0,"Jul 29, 2011",The Smurfs,"$110,000,000","$142,614,158","$563,749,323"
174,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254.0,The Mechanic,CBS,29100000.0,47000000,2011.0,42.0,"Jan 28, 2011",The Mechanic,"$42,500,000","$29,121,498","$76,347,393"
181,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422.0,"Hail, Caesar!",Uni.,30500000.0,33100000,2016.0,22.0,"Feb 5, 2016","Hail, Caesar!","$22,000,000","$30,080,225","$64,160,680"
185,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019.0,Unstoppable,Fox,81600000.0,86200000,2010.0,19.0,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
188,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266.0,The Tree of Life,FoxS,13300000.0,41000000,2011.0,24.0,"May 27, 2011",The Tree of Life,"$35,000,000","$13,305,665","$61,721,826"
190,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213.0,Ant-Man,BV,180200000.0,339100000,2015.0,43.0,"Jul 17, 2015",Ant-Man,"$130,000,000","$180,202,163","$518,858,449"
194,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777.0,Season of the Witch,Rela.,24800000.0,66800000,2011.0,89.0,"Jan 7, 2011",Season of the Witch,"$40,000,000","$24,827,228","$91,126,600"
196,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876.0,The Losers,WB,23600000.0,5800000,2010.0,44.0,"Apr 23, 2010",The Losers,"$25,000,000","$23,591,432","$29,863,840"
197,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775.0,Hall Pass,WB (NL),45100000.0,38100000,2011.0,57.0,"Feb 25, 2011",Hall Pass,"$68,000,000","$45,060,734","$87,173,475"
199,tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699.0,The Croods,Fox,187200000.0,400000000,2013.0,26.0,"Mar 22, 2013",The Croods,"$135,000,000","$187,168,425","$573,068,425"
209,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815.0,Red Tails,Fox,49900000.0,489000,2012.0,61.0,"Jan 20, 2012",Red Tails,"$58,000,000","$49,876,377","$50,365,498"
216,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314.0,Something Borrowed,WB,39000000.0,21100000,2011.0,72.0,"May 6, 2011",Something Borrowed,"$35,000,000","$39,046,489","$65,084,116"
218,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037.0,Tulip Fever,Wein.,2500000.0,5900000,2017.0,8.0,"Sep 1, 2017",Tulip Fever,"$25,000,000","$2,455,635","$6,792,768"
219,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700.0,Furry Vengeance,Sum.,17600000.0,18600000,2010.0,17.0,"Apr 30, 2010",Furry Vengeance,"$35,000,000","$17,630,465","$39,340,177"
222,tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086.0,Ramona and Beezus,Fox,26200000.0,1100000,2010.0,60.0,"Jul 23, 2010",Ramona and Beezus,"$15,000,000","$26,167,002","$27,469,621"
228,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151.0,Rings,Par.,27800000.0,55300000,2017.0,38.0,"Feb 3, 2017",Rings,"$25,000,000","$27,793,018","$82,917,283"
234,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387.0,A Thousand Words,P/DW,18500000.0,3600000,2012.0,1.0,"Mar 9, 2012",A Thousand Words,"$40,000,000","$18,450,127","$20,790,486"
241,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922.0,What's Your Number?,Fox,14000000.0,16399999,2011.0,24.0,"Sep 30, 2011",What's Your Number?,"$20,000,000","$14,011,084","$30,163,785"
244,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725.0,Samsara,Osci.,2700000.0,,2012.0,18.0,"Aug 24, 2012",Samsara,"$4,000,000","$2,672,413","$5,966,671"
246,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Man of Steel,WB,291000000.0,377000000,2013.0,29.0,"Jun 14, 2013",Man of Steel,"$225,000,000","$291,045,518","$667,999,518"
258,tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873.0,The Wolfman,Uni.,62000000.0,77800000,2010.0,91.0,"Feb 12, 2010",The Wolfman,"$150,000,000","$62,189,884","$142,634,358"
263,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763.0,The Boxtrolls,Focus,50800000.0,58400000,2014.0,94.0,"Sep 26, 2014",The Boxtrolls,"$60,000,000","$50,837,305","$111,946,251"
264,tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575.0,The Man Who Knew Infinity,IFC,3900000.0,8400000,2016.0,67.0,"Apr 29, 2016",The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
265,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013.0,7.0,"Mar 15, 2013",The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609"
266,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462.0,Dallas Buyers Club,Focus,27300000.0,27900000,2013.0,73.0,"Nov 1, 2013",Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
269,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547.0,Jack Reacher,Par.,80100000.0,138300000,2012.0,68.0,"Dec 21, 2012",Jack Reacher,"$60,000,000","$80,070,736","$217,370,736"
270,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078.0,R.I.P.D.,Uni.,33600000.0,44700000,2013.0,55.0,"Jul 19, 2013",R.I.P.D.,"$130,000,000","$33,618,855","$79,076,678"
281,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,Thor,Par.,181000000.0,268300000,2011.0,70.0,"May 6, 2011",Thor,"$150,000,000","$181,030,624","$449,326,618"
283,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557.0,Warcraft,Uni.,47400000.0,386300000,2016.0,46.0,"Jun 10, 2016",Warcraft,"$160,000,000","$47,225,655","$425,522,281"
286,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583.0,It's Kind of a Funny Story,Focus,6400000.0,128000,2010.0,1.0,"Oct 8, 2010",It's Kind of a Funny Story,"$8,000,000","$6,363,628","$6,632,950"
287,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,The Mule,WB,103800000.0,68700000,2018.0,100.0,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676"
292,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939.0,Tooth Fairy,Fox,60000000.0,52400000,2010.0,23.0,"Jan 22, 2010",Tooth Fairy,"$48,000,000","$60,022,256","$112,610,386"
297,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361.0,Jack and Jill,Sony,74200000.0,75500000,2011.0,11.0,"Nov 11, 2011",Jack and Jill,"$79,000,000","$74,158,157","$150,519,217"
298,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393.0,Take Me Home Tonight,Rela.,6900000.0,,2011.0,48.0,"Mar 4, 2011",Take Me Home Tonight,"$19,000,000","$6,928,068","$7,576,604"
306,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245.0,She's Out of My League,Par.,32000000.0,17800000,2010.0,62.0,"Mar 12, 2010",She's Out of My League,"$20,000,000","$32,010,860","$48,680,977"
308,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023.0,The Book Thief,Fox,21500000.0,55100000,2013.0,41.0,"Nov 8, 2013",The Book Thief,"$19,000,000","$21,488,481","$76,086,711"
311,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Interstellar,Par.,188000000.0,489400000,2014.0,32.0,"Nov 5, 2014",Interstellar,"$165,000,000","$188,017,894","$666,379,375"
312,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751.0,World War Z,Par.,202400000.0,337600000,2013.0,69.0,"Jun 21, 2013",World War Z,"$190,000,000","$202,359,711","$531,514,650"
313,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,Flipped,WB,1800000.0,,2010.0,22.0,"Aug 6, 2010",Flipped,"$14,000,000","$1,755,212","$4,289,993"
314,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171.0,Valentine's Day,WB (NL),110500000.0,106000000,2010.0,70.0,"Feb 12, 2010",Valentine's Day,"$52,000,000","$110,485,654","$217,569,328"
319,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320.0,Priest,SGem,29100000.0,49200000,2011.0,29.0,"May 13, 2011",Priest,"$60,000,000","$29,136,626","$84,154,026"
326,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829.0,Dracula Untold,Uni.,56300000.0,160800000,2014.0,21.0,"Oct 10, 2014",Dracula Untold,"$70,000,000","$55,991,880","$220,241,723"
336,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571.0,Hotel Transylvania,Sony,148300000.0,210100000,2012.0,96.0,"Sep 28, 2012",Hotel Transylvania,"$85,000,000","$148,313,048","$378,505,812"
341,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524.0,The Town,WB,92200000.0,61800000,2010.0,92.0,"Sep 17, 2010",The Town,"$37,000,000","$92,186,262","$152,566,881"
344,tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656.0,The Kids Are All Right,Focus,20800000.0,13900000,2010.0,87.0,"Jul 9, 2010",The Kids Are All Right,"$4,000,000","$20,811,365","$36,275,469"
357,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318.0,Epic,Fox,107500000.0,160900000,2013.0,77.0,"May 24, 2013",Epic,"$100,000,000","$107,518,682","$262,794,441"
363,tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182.0,Risen,Sony,36900000.0,9200000,2016.0,48.0,"Feb 19, 2016",Risen,"$20,000,000","$36,880,033","$46,255,763"
371,tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095.0,The Sweeney,EOne,26700.0,6300000,2013.0,53.0,"Mar 1, 2013",The Sweeney,"$4,500,000","$26,345","$8,000,366"
382,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277.0,Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014.0,1.0,"Mar 7, 2014",Mr. Peabody & Sherman,"$145,000,000","$111,506,430","$269,806,430"
390,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381.0,My Soul to Take,Uni.,14700000.0,6200000,2010.0,68.0,"Oct 8, 2010",My Soul to Take,"$25,000,000","$14,744,435","$16,727,470"
391,tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266.0,Red State,SMod,1100000.0,,2011.0,22.0,"Sep 23, 2011",Red State,"$4,000,000","$1,065,429","$1,983,596"
402,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652.0,Please Give,SPC,4000000.0,280000,2010.0,15.0,"Apr 30, 2010",Please Give,"$3,000,000","$4,033,574","$4,570,178"
405,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709.0,Eat Pray Love,Sony,80600000.0,124000000,2010.0,67.0,"Aug 13, 2010",Eat Pray Love,"$60,000,000","$80,574,010","$206,598,789"
407,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318.0,Sanctum,Uni.,23200000.0,85400000,2011.0,45.0,"Feb 4, 2011",Sanctum,"$30,000,000","$23,209,310","$108,957,098"
409,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,Snitch,LG/S,42900000.0,,2013.0,26.0,"Feb 22, 2013",Snitch,"$15,000,000","$42,930,462","$57,907,734"
413,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,6.7,66893.0,The Wedding Ringer,SGem,64500000.0,15300000,2015.0,73.0,"Jan 16, 2015",The Wedding Ringer,"$23,000,000","$64,460,211","$80,171,596"
418,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661.0,The Switch,Mira.,27800000.0,22100000,2010.0,39.0,"Aug 20, 2010",The Switch,"$19,000,000","$27,758,465","$49,858,465"
422,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137.0,Letters to Juliet,Sum.,53000000.0,26100000,2010.0,89.0,"May 14, 2010",Letters to Juliet,"$30,000,000","$53,032,453","$82,148,538"
423,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,How to Train Your Dragon,P/DW,217600000.0,277300000,2010.0,30.0,"Mar 26, 2010",How to Train Your Dragon,"$165,000,000","$217,581,232","$494,870,992"
424,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532.0,Shrek Forever After,P/DW,238700000.0,513900000,2010.0,27.0,"May 21, 2010",Shrek Forever After,"$165,000,000","$238,736,787","$756,244,673"
434,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012.0,19.0,"Dec 14, 2012",The Hobbit: An Unexpected Journey,"$250,000,000","$303,003,568","$1,017,003,568"
452,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154.0,The Legend of Tarzan,WB,126600000.0,230100000,2016.0,88.0,"Jul 1, 2016",The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025"
466,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,7.0,45357.0,Rabbit Hole,LGF,2200000.0,2900000,2010.0,52.0,"Dec 17, 2010",Rabbit Hole,"$5,000,000","$2,229,058","$6,205,034"
469,tt0938283,The Last Airbender,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734.0,The Last Airbender,Par.,131800000.0,187900000,2010.0,83.0,"Jul 1, 2010",The Last Airbender,"$150,000,000","$131,772,187","$319,713,881"
474,tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,Salt,Sony,118300000.0,175200000,2010.0,50.0,"Jul 23, 2010",Salt,"$130,000,000","$118,311,368","$290,650,494"
475,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,Source Code,Sum.,54700000.0,92600000,2011.0,96.0,"Apr 1, 2011",Source Code,"$32,000,000","$54,712,227","$140,428,499"
476,tt0947798,Black Swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,Black Swan,FoxS,107000000.0,222400000,2010.0,46.0,"Dec 3, 2010",Black Swan,"$13,000,000","$106,954,678","$331,266,710"
477,tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132.0,Green Zone,Uni.,35100000.0,59800000,2010.0,98.0,"Mar 12, 2010",Green Zone,"$100,000,000","$35,497,337","$97,523,020"
478,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,The Amazing Spider-Man,Sony,262000000.0,495900000,2012.0,31.0,"Jul 3, 2012",The Amazing Spider-Man,"$220,000,000","$262,030,663","$757,890,267"
480,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727.0,The Killer Inside Me,IFC,217000.0,3800000,2010.0,11.0,"Jun 18, 2010",The Killer Inside Me,"$13,000,000","$217,277","$3,617,277"
481,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,Robin Hood,Uni.,105300000.0,216400000,2010.0,39.0,"May 14, 2010",Robin Hood,"$210,000,000","$105,487,148","$322,459,006"
496,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862.0,The Sorcerer's Apprentice,BV,63200000.0,152100000,2010.0,44.0,"Jul 14, 2010",The Sorcerer's Apprentice,"$160,000,000","$63,150,991","$217,986,320"
497,tt0964517,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539.0,The Fighter,Par.,93600000.0,35600000,2010.0,68.0,"Dec 10, 2010",The Fighter,"$11,000,000","$93,617,009","$129,262,388"
502,tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416.0,The Conspirator,RAtt.,11500000.0,3900000,2011.0,80.0,"Apr 15, 2011",The Conspirator,"$25,000,000","$11,538,204","$15,907,411"
506,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869.0,Hugo,Par.,73900000.0,111900000,2011.0,89.0,"Nov 23, 2011",Hugo,"$180,000,000","$73,864,507","$180,047,784"
507,tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222.0,Little Fockers,Uni.,148400000.0,162200000,2010.0,70.0,"Dec 22, 2010",Little Fockers,"$100,000,000","$148,438,600","$310,650,574"
515,tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135.0,Justice League,WB,229000000.0,428900000,2017.0,9.0,"Nov 17, 2017",Justice League,"$300,000,000","$229,024,295","$655,945,209"
522,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371.0,Sucker Punch,WB,36400000.0,53400000,2011.0,62.0,"Mar 25, 2011",Sucker Punch,"$75,000,000","$36,392,502","$89,758,389"
525,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010.0,48.0,"Dec 10, 2010",The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000","$104,386,950","$418,186,950"
530,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430.0,The Adventures of Tintin,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011",The Adventures of Tintin,"$130,000,000","$77,591,831","$373,993,951"
536,tt0985694,Machete,Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320.0,Machete,Fox,26600000.0,17500000,2010.0,18.0,"Sep 3, 2010",Machete,"$12,500,000","$26,593,646","$46,370,970"
540,tt0989757,Dear John,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657.0,Dear John,SGem,80000000.0,35000000,2010.0,77.0,"Feb 5, 2010",Dear John,"$25,000,000","$80,014,842","$142,033,509"
542,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622.0,The Green Hornet,Sony,98800000.0,129000000,2011.0,29.0,"Jan 14, 2011",The Green Hornet,"$110,000,000","$98,780,042","$229,155,503"
544,tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178.0,Hanna,Focus,40300000.0,23500000,2011.0,14.0,"Apr 8, 2011",Hanna,"$30,000,000","$40,259,119","$65,343,694"
545,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358.0,The Wolf of Wall Street,Par.,116900000.0,275100000,2013.0,76.0,"Dec 25, 2013",The Wolf of Wall Street,"$100,000,000","$116,900,694","$389,870,414"
656,tt1001526,Megamind,Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488.0,Megamind,P/DW,148400000.0,173500000,2010.0,47.0,"Nov 5, 2010",Megamind,"$130,000,000","$148,415,853","$321,887,208"
